location,date,depth_group,mean_temp,std_temp,measurement_count
SA,2014-02-18,Surface,20.816331114433734,0.0576223463237014,10
SA,2014-02-18,Mid-Depth,20.603,0.0918997037838297,10
SA,2014-02-18,Lower Photic,20.48,0.008164965809277,10
SA,2014-02-18,Deep,20.441551738464373,0.021829686145224,22
SA,2014-03-26,Surface,22.4,0.17638342073764,10
SA,2014-03-26,Mid-Depth,21.97,0.1828782229912699,10
SA,2014-03-26,Lower Photic,21.520000000000003,0.1398411797560205,10
SA,2014-03-26,Deep,21.01063808710936,0.1519766177576823,22
SA,2014-04-22,Surface,22.303,0.1102572748922566,10
SA,2014-04-22,Mid-Depth,22.048,0.0547316686713963,10
SA,2014-04-22,Lower Photic,21.842,0.1733205123463458,10
SA,2014-04-22,Deep,20.66855098477049,0.2433394620754229,22
SA,2014-05-19,Surface,22.9155,0.1500453635108767,10
SA,2014-05-19,Mid-Depth,22.599,0.047946729699625,10
SA,2014-05-19,Lower Photic,22.4,0.1222929088522946,10
SA,2014-05-19,Deep,20.99924242424242,0.4825592397969599,22
SA,2014-06-24,Surface,23.541,0.0677331364826533,10
SA,2014-06-24,Mid-Depth,23.133,0.1624157901464292,10
SA,2014-06-24,Lower Photic,22.654000000000003,0.1648029125956218,10
SA,2014-06-24,Deep,21.05348484848485,0.4983968768455988,22
SA,2014-07-22,Surface,23.356,0.0201108041719981,10
SA,2014-07-22,Mid-Depth,23.296,0.0107496769977309,10
SA,2014-07-22,Lower Photic,22.997,0.2800813373924717,10
SA,2014-07-22,Deep,21.07992424242424,0.4702758610878146,22
SA,2014-08-12,Surface,23.23,0.042946995755751,10
SA,2014-08-12,Mid-Depth,22.876,0.0681827609362434,10
SA,2014-08-12,Lower Photic,22.722,0.0682804673550371,10
SA,2014-08-12,Deep,21.24153783549198,0.6505748351478247,22
SA,2014-09-08,Surface,23.408,0.0874070935336485,10
SA,2014-09-08,Mid-Depth,23.258,0.0311982905514598,10
SA,2014-09-08,Lower Photic,22.981,0.156236999459155,10
SA,2014-09-08,Deep,21.29742424242424,0.6184439697522678,22
SA,2014-10-07,Surface,23.492,0.0175119007154188,10
SA,2014-10-07,Mid-Depth,23.29,0.0915302014516396,10
SA,2014-10-07,Lower Photic,23.025,0.0600462784488387,10
SA,2014-10-07,Deep,21.421086751556015,0.8009246643235561,22
SA,2014-11-11,Surface,22.344,0.0437670601657863,10
SA,2014-11-11,Mid-Depth,22.249,0.0246981780704566,10
SA,2014-11-11,Lower Photic,22.201,0.0128668393770793,10
SA,2014-11-11,Deep,21.467100365661487,0.5796197229754653,22
SA,2014-12-08,Surface,21.139,0.0031622776601688,10
SA,2014-12-08,Mid-Depth,21.133,0.0048304589153972,10
SA,2014-12-08,Lower Photic,21.131,0.0031622776601688,10
SA,2014-12-08,Deep,21.12462121212121,0.0139151987457148,22
SA,2015-01-13,Surface,20.436,0.011737877907772,10
SA,2015-01-13,Mid-Depth,20.357,0.0419126074906668,10
SA,2015-01-13,Lower Photic,20.237,0.0316403399335577,10
SA,2015-01-13,Deep,20.19439393939394,0.0081251040619374,22
SA,2015-02-10,Surface,20.545,0.1397020639313056,10
SA,2015-02-10,Mid-Depth,20.323,0.009486832980505,10
SA,2015-02-10,Lower Photic,20.225,0.0397911212877112,10
SA,2015-02-10,Deep,20.176893939393945,0.0098170493975768,22
SA,2015-03-10,Surface,20.569,0.0307137319994382,10
SA,2015-03-10,Mid-Depth,20.451,0.0425440947723653,10
SA,2015-03-10,Lower Photic,20.369,0.0196920739836561,10
SA,2015-03-10,Deep,20.305909090909097,0.012212051389271,22
SA,2015-04-14,Surface,22.049,0.2574857061836425,10
SA,2015-04-14,Mid-Depth,21.45,0.0760116950066091,10
SA,2015-04-14,Lower Photic,21.24,0.1042433051407453,10
SA,2015-04-14,Deep,20.531136363636367,0.1633312166720936,22
SA,2015-06-09,Surface,23.843,0.0149443411809734,10
SA,2015-06-09,Mid-Depth,23.772,0.0541192099802733,10
SA,2015-06-09,Lower Photic,22.211,0.7629394908291659,10
SA,2015-06-09,Deep,20.6980303030303,0.2280064491126096,22
SA,2015-07-14,Surface,22.84,0.0188561808316412,10
SA,2015-07-14,Mid-Depth,22.804,0.0150554530541811,10
SA,2015-07-14,Lower Photic,22.655,0.05661762583821,10
SA,2015-07-14,Deep,20.87621212121212,0.4776710424754934,22
SA,2015-08-10,Surface,23.6,0.0583095189484534,10
SA,2015-08-10,Mid-Depth,23.409,0.0846496045800307,10
SA,2015-08-10,Lower Photic,22.787,0.2409725664422769,10
SA,2015-08-10,Deep,21.0689393939394,0.5904956095815317,22
SA,2015-09-09,Surface,23.729000000000003,0.0606355231416913,10
SA,2015-09-09,Mid-Depth,23.603,0.060194130389377,10
SA,2015-09-09,Lower Photic,23.267000000000003,0.2680402125718374,10
SA,2015-09-09,Deep,21.08113636363636,0.6339252426932637,22
SA,2015-10-06,Surface,23.903,0.0801457006540794,10
SA,2015-10-06,Mid-Depth,23.627,0.0654980915752515,10
SA,2015-10-06,Lower Photic,23.235000000000003,0.3080133474741348,10
SA,2015-10-06,Deep,21.183636363636364,0.5988347671963267,22
SA,2015-11-11,Surface,23.53,0.0483045891539654,10
SA,2015-11-11,Mid-Depth,23.5,0.0,10
SA,2015-11-11,Lower Photic,23.41,0.0994428926011754,10
SA,2015-11-11,Deep,21.748565435402423,0.6645395030866185,22
SA,2016-01-19,Surface,21.549,0.0056764621219755,10
SA,2016-01-19,Mid-Depth,21.534,0.0096609178307928,10
SA,2016-01-19,Lower Photic,21.51,0.0047140452079102,10
SA,2016-01-19,Deep,21.36431818181818,0.1963493937234959,22
SA,2016-02-16,Surface,20.9,0.0115470053837929,10
SA,2016-02-16,Mid-Depth,20.811,0.0303498123735738,10
SA,2016-02-16,Lower Photic,20.686,0.038643671323172,10
SA,2016-02-16,Deep,20.638484848484847,0.0105272271193558,22
SA,2016-03-01,Surface,21.147,0.0794494947889682,10
SA,2016-03-01,Mid-Depth,20.798,0.0487168690838531,10
SA,2016-03-01,Lower Photic,20.732,0.004216370213557,10
SA,2016-03-01,Deep,20.64598484848485,0.0357558560375955,22
SA,2016-04-12,Surface,22.469,0.0562632700396588,10
SA,2016-04-12,Mid-Depth,22.258000000000003,0.1126252389317974,10
SA,2016-04-12,Lower Photic,21.311,0.5251550035730189,10
SA,2016-04-12,Deep,20.725151515151516,0.0358970791095921,22
SA,2016-05-17,Surface,23.731,0.0213177026070932,10
SA,2016-05-17,Mid-Depth,23.499,0.1431743304118756,10
SA,2016-05-17,Lower Photic,21.894,0.7959369042553284,10
SA,2016-05-17,Deep,20.83318181818182,0.1157742616201014,22
SA,2016-06-14,Surface,23.969,0.0292308816911918,10
SA,2016-06-14,Mid-Depth,23.884000000000004,0.0330655913803663,10
SA,2016-06-14,Lower Photic,23.028,0.884279995878631,10
SA,2016-06-14,Deep,20.852954545454548,0.1130434338708704,22
SA,2016-07-12,Surface,23.888,0.0063245553203366,10
SA,2016-07-12,Mid-Depth,23.694,0.047888759989514,10
SA,2016-07-12,Lower Photic,22.484,1.0333247311469906,10
SA,2016-07-12,Deep,20.864469696969703,0.0971980283234014,22
SA,2016-08-09,Surface,23.555,0.0808633964713871,10
SA,2016-08-09,Mid-Depth,23.322,0.0575036230742608,10
SA,2016-08-09,Lower Photic,23.053000000000004,0.2252924025941993,10
SA,2016-08-09,Deep,21.07159090909091,0.414221548621014,22
SA,2016-09-06,Surface,23.697,0.0048304589153955,10
SA,2016-09-06,Mid-Depth,23.622,0.0444222166638872,10
SA,2016-09-06,Lower Photic,23.374,0.1231259517729714,10
SA,2016-09-06,Deep,21.13462121212121,0.6091628247372345,22
SA,2016-10-11,Surface,23.465,0.0070710678118649,10
SA,2016-10-11,Mid-Depth,23.409,0.0246981780704569,10
SA,2016-10-11,Lower Photic,23.364,0.0389301368550833,10
SA,2016-10-11,Deep,21.35894400464632,0.8804151545506167,22
SA,2016-11-08,Surface,22.714,0.0107496769977306,10
SA,2016-11-08,Mid-Depth,22.659,0.0321282153600575,10
SA,2016-11-08,Lower Photic,22.597,0.0163639169448448,10
SA,2016-11-08,Deep,21.37280303030303,0.7021270378961897,22
SA,2016-12-05,Surface,21.665000000000003,0.009718253158076,10
SA,2016-12-05,Mid-Depth,21.624,0.0340587727318531,10
SA,2016-12-05,Lower Photic,21.546,0.0217050941281323,10
SA,2016-12-05,Deep,21.409469696969698,0.2010642230465727,22
SA,2017-02-07,Surface,20.512,0.0154919333848297,10
SA,2017-02-07,Mid-Depth,20.504,0.0117378779077734,10
SA,2017-02-07,Lower Photic,20.463,0.0240601099101578,10
SA,2017-02-07,Deep,20.359015151515152,0.0258642114021955,22
SA,2017-03-13,Surface,20.99,0.1001110494512077,10
SA,2017-03-13,Mid-Depth,20.618,0.0549343041985408,10
SA,2017-03-13,Lower Photic,20.538,0.0209761769634029,10
SA,2017-03-13,Deep,20.448181818181816,0.0376558809213826,22
SA,2017-04-18,Surface,21.621,0.0031622776601677,10
SA,2017-04-18,Mid-Depth,21.455,0.1048013994817507,10
SA,2017-04-18,Lower Photic,21.263,0.0892001494767055,10
SA,2017-04-18,Deep,20.57977272727273,0.128234135496339,22
SA,2017-05-16,Surface,22.95,0.0837987005998437,10
SA,2017-05-16,Mid-Depth,22.441,0.249107295044614,10
SA,2017-05-16,Lower Photic,21.528,0.2751484447832958,10
SA,2017-05-16,Deep,20.648030303030303,0.1610470340805665,22
SA,2017-06-13,Surface,23.515,0.0070710678118649,10
SA,2017-06-13,Mid-Depth,23.335,0.0973253421377091,10
SA,2017-06-13,Lower Photic,22.251,0.5808126490817267,10
SA,2017-06-13,Deep,20.717575757575755,0.1960278346993403,22
SA,2017-07-11,Surface,23.498,0.0358391468152416,10
SA,2017-07-11,Mid-Depth,23.262,0.093666073544979,10
SA,2017-07-11,Lower Photic,22.642000000000003,0.3773239103652636,10
SA,2017-07-11,Deep,20.85636363636364,0.3760673122947848,22
SA,2017-08-08,Surface,23.689000000000004,0.0166332999331661,10
SA,2017-08-08,Mid-Depth,23.432,0.207246498429071,10
SA,2017-08-08,Lower Photic,22.146,0.434286131996458,10
SA,2017-08-08,Deep,20.7614393939394,0.2151327235559223,22
SA,2017-09-12,Surface,23.688,0.0103279555898867,10
SA,2017-09-12,Mid-Depth,23.575,0.0938379217350621,10
SA,2017-09-12,Lower Photic,22.954,0.4371930669369975,10
SA,2017-09-12,Deep,20.93454545454546,0.3273119565233094,22
SA,2017-10-12,Surface,23.228,0.0103279555898859,10
SA,2017-10-12,Mid-Depth,23.182,0.0274064063881259,10
SA,2017-10-12,Lower Photic,23.004,0.0356526452189889,10
SA,2017-10-12,Deep,21.053030303030305,0.6033843345021938,22
SA,2017-11-07,Surface,22.895,0.0201384099559907,10
SA,2017-11-07,Mid-Depth,22.808,0.0482585628556105,10
SA,2017-11-07,Lower Photic,22.695,0.0287711275027199,10
SA,2017-11-07,Deep,21.201515151515157,0.6852572430682433,22
SA,2017-12-13,Surface,22.63241002344351,0.0469058590903411,10
SA,2017-12-13,Mid-Depth,22.442656658235443,0.0643129026245657,10
SA,2017-12-13,Lower Photic,21.971324115781748,0.2525333662870695,10
SA,2017-12-13,Deep,20.908685248937186,0.2466676889579127,22
SA,2018-01-11,Surface,20.5202380383076,0.0523422864900172,10
SA,2018-01-11,Mid-Depth,20.436552796366065,0.0405210692563566,10
SA,2018-01-11,Lower Photic,20.332573311857,0.0067562420537518,10
SA,2018-01-11,Deep,20.29292117647401,0.023196631646004,22
SA,2018-02-07,Surface,20.33826735312335,0.0423641148203199,10
SA,2018-02-07,Mid-Depth,20.256593756312583,0.0145164046937346,10
SA,2018-02-07,Lower Photic,20.191629611233147,0.0200171083862614,10
SA,2018-02-07,Deep,20.115812740417397,0.0357233411384328,22
SA,2018-03-13,Surface,20.690840305194644,0.0104325640155073,10
SA,2018-03-13,Mid-Depth,20.46092734295344,0.0852695918460032,10
SA,2018-03-13,Lower Photic,20.34979156229295,0.0170461658180111,10
SA,2018-03-13,Deep,20.27849406022767,0.019199215905279,22
SA,2018-04-10,Surface,21.511399298186973,0.0235055463278359,10
SA,2018-04-10,Mid-Depth,21.22498172447224,0.0685744500898089,10
SA,2018-04-10,Lower Photic,20.939183357766613,0.1737804874985425,10
SA,2018-04-10,Deep,20.39089836215005,0.0793846448473674,22
SA,2018-05-15,Surface,22.710955471453925,0.1060211692708403,10
SA,2018-05-15,Mid-Depth,22.184185827617448,0.2239441673890815,10
SA,2018-05-15,Lower Photic,21.24861990815593,0.2632316300221213,10
SA,2018-05-15,Deep,20.478883309169262,0.1186260396040649,22
SA,2018-06-12,Surface,23.26055297076557,0.002372867660215,10
SA,2018-06-12,Mid-Depth,23.17331601919259,0.1170970905149213,10
SA,2018-06-12,Lower Photic,21.71986499259691,0.4588262040528296,10
SA,2018-06-12,Deep,20.56912464818173,0.1909126298110273,22
SA,2018-07-17,Surface,22.59701799,0.0037989865901456,10
SA,2018-07-17,Mid-Depth,22.58838491,0.0105673409583439,10
SA,2018-07-17,Lower Photic,22.439195179999995,0.1264222395459382,10
SA,2018-07-17,Deep,20.7074876742559,0.4105262400425359,22
SA,2018-08-14,Surface,23.275047289865636,0.021867473475868,10
SA,2018-08-14,Mid-Depth,23.022039496632893,0.0891070987741556,10
SA,2018-08-14,Lower Photic,22.45664567510169,0.2232087433099165,10
SA,2018-08-14,Deep,20.895598871292023,0.5274323538502111,22
SA,2018-09-11,Surface,23.56241387824533,0.0813986394921832,10
SA,2018-09-11,Mid-Depth,23.24280565034285,0.1110364514178199,10
SA,2018-09-11,Lower Photic,22.50914837250721,0.4095005216239903,10
SA,2018-09-11,Deep,20.79615820121716,0.3251240139969244,22
SA,2018-09-24,Surface,23.65690985695093,0.100214088335796,10
SA,2018-09-24,Mid-Depth,23.45309175460323,0.0452332907471462,10
SA,2018-09-24,Lower Photic,22.82425325018124,0.4394389793449395,10
SA,2018-09-24,Deep,20.886285770818407,0.3735888540368682,22
SA,2018-11-14,Surface,22.6598544066547,0.0026719900406247,10
SA,2018-11-14,Mid-Depth,22.65445147699692,0.0064397174893436,10
SA,2018-11-14,Lower Photic,22.571739745858384,0.0376239716283266,10
SA,2018-11-14,Deep,21.100684129810304,0.6819028220864193,22
SA,2018-12-12,Surface,21.487154458427337,0.0260277861064272,10
SA,2018-12-12,Mid-Depth,21.45700746456115,0.0035039656791507,10
SA,2018-12-12,Lower Photic,21.449602824713885,0.0021356659131381,10
SA,2018-12-12,Deep,21.34848891258049,0.1718793064831019,22
SA,2019-02-12,Surface,20.702490192694547,0.0434771300761655,10
SA,2019-02-12,Mid-Depth,20.60797782834327,0.02379346045221,10
SA,2019-02-12,Lower Photic,20.558585812170616,0.0068912627465627,10
SA,2019-02-12,Deep,20.496594781807104,0.0291196095889228,22
SA,2019-03-12,Surface,21.21877371856285,0.0372997215990054,10
SA,2019-03-12,Mid-Depth,21.02425102986736,0.0423031316032401,10
SA,2019-03-12,Lower Photic,20.88785264887316,0.0598975611260219,10
SA,2019-03-12,Deep,20.6101112283476,0.0638711664385555,22
SA,2019-04-09,Surface,21.52861237700457,0.0979214834514472,10
SA,2019-04-09,Mid-Depth,21.24029360043394,0.0569292926183025,10
SA,2019-04-09,Lower Photic,21.068945156218007,0.046970059366198,10
SA,2019-04-09,Deep,20.781646093611258,0.1286866878756639,22
SA,2019-05-14,Surface,23.30046823987769,0.1468443774288618,10
SA,2019-05-14,Mid-Depth,22.664766642694683,0.2239834327184964,10
SA,2019-05-14,Lower Photic,21.61179392160413,0.3522728169864809,10
SA,2019-05-14,Deep,20.81963741835721,0.1424779949764384,22
SA,2019-06-12,Surface,23.624793725729923,0.1116036366508371,10
SA,2019-06-12,Mid-Depth,23.18571659052753,0.1728933135047433,10
SA,2019-06-12,Lower Photic,21.59846992422645,0.4809459732398514,10
SA,2019-06-12,Deep,20.911966944415376,0.1689600767581271,22
SA,2019-07-12,Surface,23.44526641339656,0.0030911011343788,10
SA,2019-07-12,Mid-Depth,23.41489277023116,0.0234151167019221,10
SA,2019-07-12,Lower Photic,22.07190712065769,0.9071711829521786,10
SA,2019-07-12,Deep,20.83351881493023,0.1216255957211301,22
SA,2019-08-13,Surface,23.85895613334602,0.0227494420658145,10
SA,2019-08-13,Mid-Depth,23.696775076208013,0.0817284356758243,10
SA,2019-08-13,Lower Photic,22.92072659253109,0.6341338367313201,10
SA,2019-08-13,Deep,20.941336049420617,0.1803989575255805,22
SA,2019-09-10,Surface,23.77249476160109,0.0265292885635535,10
SA,2019-09-10,Mid-Depth,23.66507000815718,0.0590583266585381,10
SA,2019-09-10,Lower Photic,22.94854041810324,0.7913480136011405,10
SA,2019-09-10,Deep,20.98607116600324,0.2384876130462504,22
SA,2020-02-11,Surface,21.33902148354723,0.0414407000859732,10
SA,2020-02-11,Mid-Depth,21.15303414762065,0.0640420001918622,10
SA,2020-02-11,Lower Photic,20.98359721532198,0.0080500673054116,10
SA,2020-02-11,Deep,20.861395591701694,0.0777769394209868,22
SA,2020-05-12,Surface,23.53035793049672,0.0577766494046586,10
SA,2020-05-12,Mid-Depth,23.28963210304729,0.0881979387002202,10
SA,2020-05-12,Lower Photic,21.946302393916163,0.7505761352938681,10
SA,2020-05-12,Deep,20.9243775319908,0.1454577002639966,22
SA,2020-06-09,Surface,23.28527303818646,0.1926183412991023,10
SA,2020-06-09,Mid-Depth,22.92885147960438,0.0828755369835357,10
SA,2020-06-09,Lower Photic,22.069566129616632,0.644443076230946,10
SA,2020-06-09,Deep,20.96450511988979,0.1691680161810738,22
SA,2020-07-14,Surface,23.73168301290067,0.014008936292816,10
SA,2020-07-14,Mid-Depth,23.55061825773791,0.0639513743971429,10
SA,2020-07-14,Lower Photic,22.4497737157579,0.8406268644683679,10
SA,2020-07-14,Deep,21.020885273841063,0.1457866659161054,22
SA,2020-08-11,Surface,24.002584446308955,0.0009133352808096,10
SA,2020-08-11,Mid-Depth,23.982929243013803,0.0469674104885337,10
SA,2020-08-11,Lower Photic,22.59068701149853,0.9726444226428116,10
SA,2020-08-11,Deep,20.992283404305155,0.1517431562809888,22
SA,2020-09-08,Surface,23.567815874440647,0.0092895324089841,10
SA,2020-09-08,Mid-Depth,23.49386867580756,0.0574208380838229,10
SA,2020-09-08,Lower Photic,22.73356598934182,0.7132412426991812,10
SA,2020-09-08,Deep,21.07127958435399,0.1856291730175749,22
SA,2020-10-13,Surface,23.68452260164621,0.0038809642255803,10
SA,2020-10-13,Mid-Depth,23.57620104138033,0.0591800070717669,10
SA,2020-10-13,Lower Photic,23.26372722012307,0.2680768385187169,10
SA,2020-10-13,Deep,21.11999166335087,0.3459399292470417,22
SA,2020-11-10,Surface,22.68513224743012,0.0060012391429908,10
SA,2020-11-10,Mid-Depth,22.63383639794833,0.0127844919400146,10
SA,2020-11-10,Lower Photic,22.55730522005738,0.056760740951091,10
SA,2020-11-10,Deep,21.27074877578288,0.5811491015903372,22
SA,2020-12-08,Surface,21.89535406059401,0.0046449161783752,10
SA,2020-12-08,Mid-Depth,21.88242209780194,0.0033723329231165,10
SA,2020-12-08,Lower Photic,21.87396259143295,0.0040168115310881,10
SA,2020-12-08,Deep,21.501875063508702,0.3902916262354483,22
SA,2021-01-19,Surface,21.318093289451973,0.0220797046901578,10
SA,2021-01-19,Mid-Depth,21.26967256850358,0.0128856534401998,10
SA,2021-01-19,Lower Photic,21.202129083092068,0.0264819487970191,10
SA,2021-01-19,Deep,21.099721950993366,0.098105095463599,22
SA,2021-02-16,Surface,21.04430226843254,0.0153657248587759,10
SA,2021-02-16,Mid-Depth,20.878081766754956,0.0556420038107834,10
SA,2021-02-16,Lower Photic,20.76622462600214,0.0318428426322715,10
SA,2021-02-16,Deep,20.65961150723865,0.0448712992746667,22
SA,2021-03-16,Surface,21.21687267998319,0.1645256626210504,10
SA,2021-03-16,Mid-Depth,20.99446653770507,0.0190040195959554,10
SA,2021-03-16,Lower Photic,20.938718685518783,0.0123677679500143,10
SA,2021-03-16,Deep,20.831462046159047,0.0766622664294659,22
SA,2021-04-13,Surface,21.49837767428468,0.3081801580940161,10
SA,2021-04-13,Mid-Depth,21.12307115703946,0.0356666113638176,10
SA,2021-04-13,Lower Photic,21.04343107862851,0.0131710772866953,10
SA,2021-04-13,Deep,20.91615465896217,0.1090897888772285,22
SA,2021-05-11,Surface,22.71575840948448,0.0699909434421614,10
SA,2021-05-11,Mid-Depth,22.17472233805529,0.2556930683735401,10
SA,2021-05-11,Lower Photic,21.2261641363141,0.1408840702076639,10
SA,2021-05-11,Deep,20.93310838098945,0.1770048679090407,22
SA,2021-06-08,Surface,23.97214504348512,0.086057496447391,10
SA,2021-06-08,Mid-Depth,23.21454280506806,0.4122679068796384,10
SA,2021-06-08,Lower Photic,21.635146854114293,0.4693011246024469,10
SA,2021-06-08,Deep,20.98233890788356,0.1793722638964187,22
SA,2021-07-13,Surface,23.637088826781,0.0085731223079738,10
SA,2021-07-13,Mid-Depth,23.581186706274742,0.0418912466784918,10
SA,2021-07-13,Lower Photic,21.77977259339487,0.7978210747173374,10
SA,2021-07-13,Deep,20.986901956747715,0.1724773785612402,22
SA,2021-08-10,Surface,23.4723743180766,0.0223549993843272,10
SA,2021-08-10,Mid-Depth,23.394414329983217,0.0299480039984122,10
SA,2021-08-10,Lower Photic,22.63520186573403,0.6043533201932455,10
SA,2021-08-10,Deep,21.06558508094619,0.146929091028836,22
SA,2021-09-07,Surface,23.64865212461325,0.0479777287642311,10
SA,2021-09-07,Mid-Depth,23.43973852220048,0.0756128207055614,10
SA,2021-09-07,Lower Photic,22.79920547149565,0.470764722215877,10
SA,2021-09-07,Deep,21.09516175265877,0.2368108626776945,22
SA,2021-10-12,Surface,23.91843202366131,0.0937480176422615,10
SA,2021-10-12,Mid-Depth,23.668386636279827,0.0296963438581032,10
SA,2021-10-12,Lower Photic,22.88367298621655,0.67353818542725,10
SA,2021-10-12,Deep,21.171577356621206,0.2080249957265582,22
SA,2021-11-09,Surface,23.21460974665881,0.0870215321317951,10
SA,2021-11-09,Mid-Depth,23.14459473654102,0.0041712419252025,10
SA,2021-11-09,Lower Photic,23.11274069543379,0.0184714493461937,10
SA,2021-11-09,Deep,21.287797147488224,0.5759751503267758,22
SA,2021-12-07,Surface,21.73407955308554,0.0407574297072902,10
SA,2021-12-07,Mid-Depth,21.61226953339574,0.0548192249978629,10
SA,2021-12-07,Lower Photic,21.513934535556366,0.0138875421576497,10
SA,2021-12-07,Deep,21.414312478631164,0.1819583840601685,22
