month_year,Year,Month (num),Month,Day,date,Location,Municipality,X,Y,Altitude,Time,Temperature,Ambient T,Temp change,pH,depth,Total_Dissolved_Solids,Sediments,O2,O2,Salinity,Conductivity,Flow,flow,phosphate,Nitrates,Turbidity,Fecal_Coliforms,BOD,Total_Nitrogen,Total_Phosphorus,ICA,Quality,Colour
72,2020,12,Dic,9,09/12/2020,Río San Francisco,Panajachel,429219,1629424,1553,08:24,17.9,19.5,1.6,7.37,6.1,142.6,0.5,6.07,76.8,0.14,298,285.5,0.285,2.095,3.388,103,> 110000,60.5,298.47,27.6,,,
73,2021,1,Ene,18,18/01/2021,Río La Catarata,Panajachel,428288,1631199,1570,,15,16.7,1.7,7.8,6.8,104.2,-0.1,7.87,93.8,0.1,218.9,16.3,0.016,0.44,2.93,55,9300,7.6,,,,,
73,2021,1,Ene,18,18/01/2021,Rio San Buenaventura,Panajachel,428431,1631152,1581,,15.1,18,2.9,7.73,3.8,100.4,0.3,7.92,94.5,0.1,211,136.9,0.136,0.603,5.292,257,46000,19.1,,,,,
73,2021,1,Ene,18,18/01/2021,Río San Francisco,Panajachel,429219,1629424,1553,,15.9,15.6,0.3,7.59,4.4,151.7,0.3,6.58,79.9,0.15,317,343.9,0.343,3.497,4.806,141,46000,47.9,320.9,23.77,,,
73,2021,1,Ene,20,20/01/2021,Río Quiscab,Sololá,426187,1630392,1565,,17.3,24.8,7.5,7.54,9.2,73.3,0.2,7.6,94.9,0.07,152.9,1160.1,1.16,0.336,2.5,53,> 110000,56.3,180.42,16.04,,,
73,2021,1,Ene,20,20/01/2021,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,,15.2,20.1,4.9,7.75,8.6,52,0.1,8.06,96.4,0.05,110.1,99.1,0.099,0.04,1.758,37,9300,36.6,,,,,
74,2021,2,Feb,15,15/02/2021,Río La Catarata,Panajachel,428288,1631199,1570,,15.2,18.4,3.2,7.64,40,134.8,-0.1,6.21,74.4,0.13,282,0.6,0.001,0.629,2.638,3,9200,4.8,,,,,
74,2021,2,Feb,15,15/02/2021,Rio San Buenaventura,Panajachel,428431,1631152,1581,,15.9,20.1,4.2,8.57,25,124.6,-0.1,8.4,102.1,0.12,261,2.2,0.002,0.753,5.872,9,3600,1.1,,,,,
74,2021,2,Feb,15,15/02/2021,Río San Francisco,Panajachel,429219,1629424,1553,,17,16.7,0.3,7.81,3,204.3,1.5,4.92,61,0.2,424,206.1,0.206,3.879,3.405,94,> 110000,60.6,258.2,21.07,,,
74,2021,2,Feb,17,17/02/2021,Río Quiscab,Sololá,426187,1630392,1565,,18.5,24.8,6.3,7.88,23,83.7,0.3,7.76,99.6,0.08,177,955.6,0.955,0.478,5.777,52,110000,15.2,165.13,55.32,,,
74,2021,2,Feb,17,17/02/2021,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,,16.4,19.1,2.7,7.92,19.2,56.7,0.5,8,98.1,0.06,120,77.3,0.077,0.104,3.665,48,2800,3.6,,,,,
75,2021,3,Mar,15,15/03/2021,Río Quiscab,Sololá,426187,1630392,1565,,19.6,24,4.4,8.1,25,85.7,0.3,7.33,96.2,0.08,179.6,849.3,0.849,0.164,5.007,19,24000,4.8,95.39,8.22,,,
75,2021,3,Mar,15,15/03/2021,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,,17.2,20.2,3,7.8,18,57.2,0.4,7.48,93.6,0.06,121.6,100.6,0.1,0.066,2.883,64,46000,3.6,,,,,
75,2021,3,Mar,17,17/03/2021,Río La Catarata,Panajachel,428288,1631199,1570,,,,,,,,,,,,,,0,,,,,,,,,,
75,2021,3,Mar,17,17/03/2021,Rio San Buenaventura,Panajachel,428431,1631152,1581,,17.5,19.5,2,8.28,42,140.4,-0.1,7.33,92.2,0.14,293,4,0.004,0.425,5.435,7,24000,7,,,,,
75,2021,3,Mar,17,17/03/2021,Río San Francisco,Panajachel,429219,1629424,1553,,20.5,21.5,1,7.9,6,266,1.5,3.74,49.9,0.26,549,168,0.168,2.48,4.181,138,> 110000,135,285.95,27.36,,,
76,2021,4,Abr,12,12/04/2021,Río La Catarata,Panajachel,428288,1631199,1570,,20.8,21.8,1,8.24,120,139.2,-0.1,5.84,79.1,0.14,291,0.2,0.0002,0.71,3.315,2,2100,1.4,,,,,
76,2021,4,Abr,12,12/04/2021,Rio San Buenaventura,Panajachel,428431,1631152,1581,,19.3,25.2,5.9,8.57,100,122.8,0.2,8.03,105.3,0.12,257,2.3,0.002,0.847,1.676,5,4300,2.5,,,,,
76,2021,4,Abr,12,12/04/2021,Río San Francisco,Panajachel,429219,1629424,1553,,20.7,23.1,2.4,8.06,13,272,0.4,3.88,52.2,0.27,560,201.1,0.201,3.097,0.886,126,> 110000,103,331.86,53.81,,,
76,2021,4,Abr,14,14/04/2021,Río Quiscab,Sololá,426187,1630392,1565,,18.1,23.5,5.4,8.51,15,86.2,0.3,7.74,98.6,0.09,181.6,890.4,0.89,0.337,5.348,37,4300,3.4,84.62,16.77,,,
76,2021,4,Abr,14,14/04/2021,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,,17.9,19.2,1.3,8.34,13,58.7,0.3,7.43,94.1,0.06,124.2,103.7,0.103,0.12,2.741,128,4300,2.2,,,,,
77,2021,5,May,10,10/05/2021,Río La Catarata,Panajachel,428288,1631199,1570,10:20,17.3,21.8,4.5,8.03,25,129.8,-0.1,8.42,105.5,0.13,272,27.1,0.027,1.017,10.936,5,3600,6.2,,,,,
77,2021,5,May,10,10/05/2021,Rio San Buenaventura,Panajachel,428431,1631152,1581,13:05,19.5,23.2,3.7,8.16,8,112.4,0.1,8.18,107.7,0.11,236,25.1,0.025,0.566,10.795,8,110000,2.8,,,,,
77,2021,5,May,10,10/05/2021,Río San Francisco,Panajachel,429219,1629424,1553,07:45,18.7,22,3.3,7.9,15,161.2,0.5,7.19,92.9,0.16,336,418.8,0.418,1.932,8.35,44,> 110000,31,43.42,34.92,,,
77,2021,5,May,12,12/05/2021,Río Quiscab,Sololá,426187,1630392,1565,10:30,20.9,27,6.1,7.89,7,96.9,0.3,8.05,108.9,0.1,203.6,1234.5,1.234,0.414,7.69,46,46000,4.5,554.64,32.74,,,
77,2021,5,May,12,12/05/2021,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,08:45,18.1,22.2,4.1,7.72,15,58.9,0.5,8.42,107.2,0.06,124.6,147.4,0.147,0.099,3.503,97,9300,3.6,,,,,
78,2021,6,Jun,7,07/06/2021,Río La Catarata,Panajachel,428288,1631199,1570,11:06,18.7,20.7,2,8.12,17,121.8,0.1,8.19,105.6,0.12,255,59.8,0.059,0.92,8.725,15,4300,0.6,,,,,
78,2021,6,Jun,7,07/06/2021,Rio San Buenaventura,Panajachel,428431,1631152,1581,08:56,18.7,20.3,1.6,8.09,9,109.3,0.1,8.17,105.6,0.11,229,50.1,0.05,1.078,8.918,114,15000,1.4,,,,,
78,2021,6,Jun,7,07/06/2021,Río San Francisco,Panajachel,429219,1629424,1553,07:50,21.1,23.4,2.3,8.03,7,153.3,0.6,7.12,96.4,0.15,323,632.5,0.632,2.078,7.191,184,> 110000,30,393.47,62.3,,,
78,2021,6,Jun,9,09/06/2021,Río Quiscab,Sololá,426187,1630392,1565,10:15,20.6,23,2.4,8.19,4,97.5,0.2,8.15,109.2,0.1,204.8,1501.1,1.501,0.501,2.173,85,> 110000,3.1,285.33,44.1,,,
78,2021,6,Jun,9,09/06/2021,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,08:20,18.3,20.4,2.1,7.86,5,63.8,0.1,8.47,108.3,0.06,135,262.6,0.262,0.273,3.44,43,21000,2.8,,,,,
79,2021,7,Jul,12,12/07/2021,Río La Catarata,Panajachel,428288,1631199,1570,09:30,16.7,17.3,0.6,8.33,11,112.7,0.1,8.6,106.5,0.11,236,66.4,0.066,0.774,12.426,24,7500,3.1,,,,,
79,2021,7,Jul,12,12/07/2021,Rio San Buenaventura,Panajachel,428431,1631152,1581,08:15,16.8,17.3,0.5,8.24,15,110.4,0.1,8.59,106.8,0.11,232,41.9,0.041,0.557,11.242,21,4300,1.4,,,,,
79,2021,7,Jul,12,12/07/2021,Río San Francisco,Panajachel,429219,1629424,1553,07:35,18.4,19.1,0.6,8.18,5,148.3,0.3,7.64,97.9,0.15,310,399.9,0.399,1.48,10.369,29,> 110000,22.5,386.98,25.98,,,
79,2021,7,Jul,14,14/07/2021,Río Quiscab,Sololá,426168,1630394,1568,09:20,18.7,24.9,6.2,7.93,1,67,1,8.4,108.3,0.07,141.6,4982.8,4.982,0.265,6.479,1100,110000,2,1722.06,610.04,,,
79,2021,7,Jul,14,14/07/2021,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,08:15,18.2,20.8,2.6,8.01,18,60.2,0.3,8.46,108,0.06,127.2,216.8,0.216,0.153,4.023,42,920,10.9,,,,,
80,2021,8,Ago,9,09/08/2021,Río Quiscab,Sololá,426187,1630392,1565,09:15,17.7,27.6,9.9,7.34,4,69.1,0.4,7.85,99.3,0.07,145.9,2287.1,2.287,0.158,5.901,221,110000,3.4,513.77,69.75,,,
80,2021,8,Ago,9,09/08/2021,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,08:00,17.8,20.8,3,7.7,26,60.6,-0.1,7.84,99.2,0.06,128.1,163.5,0.163,0.147,2.991,8,1500,2,,,,,
80,2021,8,Ago,11,11/08/2021,Río La Catarata,Panajachel,428288,1631199,1570,08:45,15.5,19.1,3.6,7.76,35,111.2,-0.1,8.12,98,0.11,233,38.6,0.038,0.836,8.865,13,15000,1.7,,,,,
80,2021,8,Ago,11,11/08/2021,Rio San Buenaventura,Panajachel,428431,1631152,1581,09:15,15.7,20.5,4.8,7.87,13,106.3,0.1,8.21,99.2,0.11,222,46.6,0.046,1.057,7.538,18,2300,1.1,,,,,
80,2021,8,Ago,11,11/08/2021,Río San Francisco,Panajachel,429219,1629424,1553,07:56,17.9,23,5.1,7.43,4,123.8,0.4,7.34,93.4,0.12,256,633.5,0.633,1.604,7.967,63,> 110000,21.1,295.57,41.71,,,
81,2021,9,Sep,8,08/09/2021,Río Quiscab,Sololá,426187,1630392,1565,10:20,18.8,26.4,7.6,7.56,7,72.7,0.5,7.78,100.6,0.07,153.3,3872.7,3.872,0.166,7.499,138,9300,4.2,3981.76,86.66,,,
81,2021,9,Sep,8,08/09/2021,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,08:42,18.5,21.2,2.7,7.63,27,72.2,0.3,7.8,100.5,0.06,109.7,438.4,0.438,0.303,3.929,53,4300,3.6,,,,,
81,2021,9,Sep,9,09/09/2021,Río La Catarata,Panajachel,428288,1631199,1570,09:50,18.1,20.3,2.2,7.8,13,113.3,-0.1,8,100.1,0.11,238,59.9,0.059,0.735,7.54,14,1500,1.4,,,,,
81,2021,9,Sep,9,09/09/2021,Rio San Buenaventura,Panajachel,428431,1631152,1581,10:44,17.9,21.4,3.5,7.84,25,110.2,0.1,7.96,101.2,0.11,232,87.7,0.087,0.629,9.69,10,920,1.7,,,,,
81,2021,9,Sep,9,09/09/2021,Río San Francisco,Panajachel,429219,1629424,1553,08:10,19.3,24.3,5,7.68,4,124,0.6,6.91,90.1,0.12,255,1714.8,1.714,2.387,5.96,98,> 110000,45.1,1318.61,222.24,,,
82,2021,10,Oct,11,11/10/2021,Río La Catarata,Panajachel,428288,1631199,1570,10:30,17.5,20.3,2.8,7.68,15,100.3,-0.1,7.87,99.6,0.1,210.4,51.2,0.051,0.741,11.865,11,24000,2.8,,,,,
82,2021,10,Oct,11,11/10/2021,Rio San Buenaventura,Panajachel,428431,1631152,1581,11:40,18.4,20.5,2.1,7.7,10,108.4,-0.1,7.76,99.7,0.11,228,35.9,0.035,0.635,14.078,20,920,2.5,,,,,
82,2021,10,Oct,11,11/10/2021,Río San Francisco,Panajachel,429219,1629424,1553,08:30,20.3,24.2,3.9,7.73,5,155.9,0.1,7.23,96.3,0.15,326,470.2,0.47,1.582,12.573,42,> 110000,23,597.19,33.68,,,
82,2021,10,Oct,13,13/10/2021,Río Quiscab,Sololá,426187,1630392,1565,10:20,18.6,26.9,8.3,7.72,5,83.8,0.1,8.01,103.8,0.08,176.6,1731.7,1.731,0.278,9.917,50,46000,3.4,987.48,36.21,,,
82,2021,10,Oct,13,13/10/2021,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,08:32,18.2,23.4,5.2,7.53,10,59.4,0.3,7.92,101.1,0.06,125.4,169.6,0.169,0.13,4.916,36,24000,2.5,,,,,
83,2021,11,Nov,8,08/11/2021,Río La Catarata,Panajachel,428288,1631199,1570,09:44,14.4,20.7,6.3,7.81,30,104.7,-0.1,8.13,97.1,0.1,221,44.4,0.044,0.833,9.773,18,24000,0.6,,,,,
83,2021,11,Nov,8,08/11/2021,Rio San Buenaventura,Panajachel,428431,1631152,1581,10:50,15,18.6,3.6,7.84,25,104.5,0.1,8.12,97.9,0.1,219,46.8,0.046,0.844,11.543,34,24000,0.8,,,,,
83,2021,11,Nov,8,08/11/2021,Río San Francisco,Panajachel,429219,1629424,1553,08:05,16.6,20.3,3.7,7.75,3,130.9,0.7,7.46,92,0.13,270,483.9,0.483,2.181,10.674,88,> 110000,14.1,221.59,35.87,,,
83,2021,11,Nov,10,10/11/2021,Río Quiscab,Sololá,426187,1630392,1565,10:20,15.6,23.5,7.9,7.59,8,85.2,0.5,8.26,100.3,0.08,179.4,1089.8,1.089,0.282,7.242,85,2300,2.2,169.49,27.97,,,
83,2021,11,Nov,10,10/11/2021,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,08:30,15.6,18.2,2.6,7.57,10,59.9,0.1,8.17,91.6,0.06,126.8,203.1,0.203,0.216,3.794,28,110000,0,,,,,
84,2021,12,Dic,6,06/12/2021,Río La Catarata,Panajachel,428288,1631199,1570,10:20,16.2,19.7,3.5,8,60,129.5,-0.1,7.72,94.5,0.13,271,36.7,0.036,0.578,5.4,4,740,0.3,,,,,
84,2021,12,Dic,6,06/12/2021,Rio San Buenaventura,Panajachel,428431,1631152,1581,11:00,16.5,20.9,4.4,7.89,25,119.8,-0.1,7.63,94,0.12,251,8.9,0.008,0.956,6.5,13,920,1.1,,,,,
84,2021,12,Dic,6,06/12/2021,Río San Francisco,Panajachel,429219,1629424,1553,08:30,17.5,19.6,2.1,7.69,4,226,0.8,5.71,71.9,0.23,468,326.7,0.326,3.93,6.2,68,> 110000,40.9,158.07,56.45,,,
84,2021,12,Dic,8,08/12/2021,Río Quiscab,Sololá,426187,1630392,1565,11:00,18.7,28.2,9.5,7.96,14,87,0.3,7.89,101.6,0.09,183.2,1060.7,1.06,0.421,6.8,41,46000,3.4,219.95,21.63,,,
84,2021,12,Dic,8,08/12/2021,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,09:10,18.4,21.9,3.5,7.7,13,61.4,0.1,7.55,96.7,0.06,129.7,179.2,0.179,0.189,3.1,27,1500,1.5,,,,,
85,2022,1,Ene,17,17/01/2022,Río La Catarata,Panajachel,428288,1631199,1570,11:15,14.6,20,5.4,8.1,70,119.8,-0.1,8.07,95.5,0.12,251,17.9,0.017,0.956,6.406,4,920,0.6,,,63,Regular,
85,2022,1,Ene,17,17/01/2022,Rio San Buenaventura,Panajachel,428431,1631152,1581,12:10,16.1,22.1,6,8.23,15,106.5,-0.1,7.82,95.9,0.11,224,10.4,0.01,0.918,5.875,23,9300,1.1,,,54,Regular,
85,2022,1,Ene,17,17/01/2022,Río San Francisco,Panajachel,429219,1629424,1553,09:50,18.1,19.9,1.8,8.05,10,189.6,1.2,6.13,77.8,0.19,394,272,0.271,1.545,5.565,62,> 110000,35.2,180.96,36.31,29,Mala,
85,2022,1,Ene,19,19/01/2022,Río Quiscab,Sololá,426187,1630392,1565,11:20,16.2,24.3,8.1,8.22,15,91.7,1,8.12,59.1,0.09,193,970.8,0.97,0.525,6.612,51,110000,3.6,134.2,44.04,36,Mala,
85,2022,1,Ene,19,19/01/2022,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,09:20,15.5,16.1,0.6,8.03,3,58.4,1.5,8.09,97.04,0.06,123.5,81.9,0.081,0.364,2.998,251,4300,4.2,,,51,Regular,
86,2022,2,Feb,7,07/02/2022,Río La Catarata,Panajachel,428288,1631199,1570,10:55,16.1,19.4,3.3,8.29,12,131.6,-0.1,7.71,94.2,0.13,275,8.4,0.008,0.621,4.21,23,2300,0.8,,,62,Regular,
86,2022,2,Feb,7,07/02/2022,Rio San Buenaventura,Panajachel,428431,1631152,1581,12:00,17.2,21.1,3.9,8.4,30,121.2,-0.1,7.91,99.1,0.12,254,2.6,0.002,0.875,4.735,8,< 300,1.4,,,67,Regular,
86,2022,2,Feb,7,07/02/2022,Río San Francisco,Panajachel,429219,1629424,1553,09:15,18.7,20.1,1.4,8.12,4,213.7,2.5,5.79,74.4,0.21,443,224.2,0.224,2.007,4.33,87,> 110000,50.7,197.58,46.86,28,Mala,
86,2022,2,Feb,9,09/02/2022,Río Quiscab,Sololá,426187,1630392,1565,12:00,18.4,28.7,10.3,8.26,10,93,0.5,7.88,101.3,0.09,195.7,1048,1.048,0.515,6.325,84,> 110000,7.3,724.38,75.7,36,Mala,
86,2022,2,Feb,9,09/02/2022,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,10:00,17.4,19.1,1.7,8.21,5,60.4,2.5,7.78,97.7,0.06,127.7,110,0.11,0.41,2.35,252,24000,0.3,,,49,Mala,
87,2022,3,Mar,7,07/03/2022,Río La Catarata,Panajachel,428288,1631199,1570,10:00,18,22.9,4.9,8.11,72,145.9,-0.1,6.69,85.1,0.14,305,0.57,0.0005,0.613,2.73,10,360,2.2,,,68,Regular,
87,2022,3,Mar,7,07/03/2022,Rio San Buenaventura,Panajachel,428431,1631152,1581,10:38,17.7,23.9,6.2,8.58,110,127.7,-0.1,8.54,107.9,0.13,265,2.8,0.002,0.874,4.51,4,9300,1.7,,,54,Regular,
87,2022,3,Mar,7,07/03/2022,Río San Francisco,Panajachel,429219,1629424,1553,09:00,20,23,3,8.12,8,264,0.3,4.26,56.5,0.26,539,179,0.179,4.784,3.722,107,> 110000,123,275.29,43.32,21,Pésima,
87,2022,3,Mar,9,09/03/2022,Río Quiscab,Sololá,426187,1630392,1565,11:23,21.4,28.2,6.8,8.41,8,92.1,0.7,7.4,101.1,0.09,193.7,607.6,0.607,0.408,4.831,116,110000,4.8,167.99,13.65,34,Mala,
87,2022,3,Mar,9,09/03/2022,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,09:22,17.6,22,4.4,8.21,6,58.3,0.5,7.74,97.6,0.06,123.3,116.6,0.116,0.129,2.856,103,46000,3.1,,,45,Mala,
88,2022,4,Abr,4,04/04/2022,Río La Catarata,Panajachel,428288,1631199,1570,11:10,21,24.4,3.4,8.22,90,127.8,0.1,7.07,96.4,0.13,277,6.4,0.006,0.905,4.6,3,360,2.5,,,66,Regular,
88,2022,4,Abr,4,04/04/2022,Rio San Buenaventura,Panajachel,428431,1631152,1581,12:15,21,28.2,7.2,8.75,101.5,114.4,-0.1,8.99,122.1,0.11,240,3.9,0.003,1.231,4.3,5,< 300,Indef.,,,62,Regular,
88,2022,4,Abr,4,04/04/2022,Río San Francisco,Panajachel,429219,1629424,1553,09:40,23.8,25.5,1.7,8.2,5,256,2.5,3.96,56.7,0.25,526,117.3,0.117,5.253,1.991,111,3500,61.9,114.52,28.38,29,Mala,
88,2022,4,Abr,6,06/04/2022,Río Quiscab,Sololá,426187,1630392,1565,11:50,23.2,30.9,7.7,8.71,10,93.4,1,7.34,104.2,0.09,196.3,615,0.615,0.748,7,51,> 110000,4.8,74.39,21.41,37,Mala,
88,2022,4,Abr,6,06/04/2022,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,10:26,20.4,22.4,2,8.37,10,58,1,7.38,98.8,0.06,122.8,92.1,0.092,0.267,2.9,76,3600,3.9,,,59,Regular,
89,2022,5,May,9,09/05/2022,Río La Catarata,Panajachel,428288,1631199,1570,10:45,19.7,22.6,2.9,7.79,10,118.1,0.1,7.43,98.6,0.12,248,46.5,0.046,0.871,10.749,57,4300,4.2,,,53,Regular,
89,2022,5,May,9,09/05/2022,Rio San Buenaventura,Panajachel,428431,1631152,1581,11:50,20.3,25.6,5.3,7.21,55,103.2,-0.1,7.64,102.3,0.1,216.7,65.5,0.065,0.894,2.73,8,46000,2,,,54,Regular,
89,2022,5,May,9,09/05/2022,Río San Francisco,Panajachel,429219,1629424,1553,09:15,21.9,24.6,2.7,7.23,8,181.9,1,4.1,56.4,0.18,378,361.8,0.361,3.795,5.141,55,> 110000,46.5,243.82,51.17,26,Pésima,
89,2022,5,May,11,11/05/2022,Río Quiscab,Sololá,426187,1630392,1565,11:50,21,28.4,7.4,7.96,5,109.3,0.3,7.47,101.3,0.11,229,814.9,0.814,0.465,8.754,151,110000,4.5,133.77,32.25,34,Mala,
89,2022,5,May,11,11/05/2022,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,10:00,18.1,22.9,4.8,7.82,12,61.2,0.2,7.7,98.4,0.06,129.4,106.6,0.106,0.215,3.304,36,24000,3.4,,,57,Regular,
90,2022,6,Jun,13,13/06/2022,Río La Catarata,Panajachel,428288,1631199,1570,10:42,17.9,19.2,1.3,8.52,42,108,0.1,7.78,99.5,0.11,227,169.6,0.169,0.635,8.658,10,920,3.4,,,61,Regular,
90,2022,6,Jun,13,13/06/2022,Rio San Buenaventura,Panajachel,428431,1631152,1581,11:17,17.7,22.5,4.8,8.54,75,120.3,-0.1,7.91,101,0.12,252,155.9,0.155,0.759,12.088,7,920,2.2,,,60,Regular,
