month_year,Year,Month (num),Month,Day,date,Location,Municipality,X,Y,Altitude,Time,Temperature,Ambient T,Temp change,pH,depth,Total_Dissolved_Solids,Sediments,O2,O2,Salinity,Conductivity,Flow,flow,phosphate,Nitrates,Turbidity,Fecal_Coliforms,BOD,Total_Nitrogen,Total_Phosphorus,ICA,Quality,Colour
90,2022,6,Jun,13,13/06/2022,Río San Francisco,Panajachel,429219,1629424,1553,09:00,20.7,21.8,1.1,8.42,12.2,126.2,0.5,7.57,101.7,0.13,266,886.3,0.886,1.179,9.578,48,> 110000,11,298.65,41.12,36,Mala,
90,2022,6,Jun,15,15/06/2022,Río Quiscab,Sololá,426187,1630392,1565,11:15,19.3,28.3,9,8.15,1,95.1,2,7.78,102,0.09,199.7,4882.1,4.882,0.32,9.432,256,110000,3.4,1181.08,259.42,34,Mala,
90,2022,6,Jun,15,15/06/2022,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,09:40,18.2,20.1,1.9,7.98,32.5,60.5,0.2,7.95,101.6,0.06,127.9,593.4,0.593,0.129,4.12,22,1500,1.4,,,68,Regular,
91,2022,7,Jul,11,11/07/2022,Río La Catarata,Panajachel,428288,1631199,1570,09:10,16.9,19.2,2.3,8,85,113.9,0.1,7.83,97.4,0.11,239,16.8,0.016,0.942,11.032,8,4300,2.2,,,57,Regular,
91,2022,7,Jul,11,11/07/2022,Rio San Buenaventura,Panajachel,428431,1631152,1581,09:50,17.3,21.2,3.9,8.35,54,111.8,0.1,7.85,98.3,0.11,233,40,0.04,0.779,11.896,13,2900,2.2,,,57,Regular,
91,2022,7,Jul,11,11/07/2022,Río San Francisco,Panajachel,429219,1629424,1553,10:45,22.8,23.7,0.9,8.92,21,149.2,0.3,8.05,112.5,0.15,311,206,0.206,1.606,6.975,35,> 110000,25.4,94.33,12.87,30,Mala,
91,2022,7,Jul,13,13/07/2022,Río Quiscab,Sololá,426168,1630394,1568,10:43,19.6,24,4.4,8.32,6,91.6,0.4,7.63,100.3,0.09,192.8,1284.8,1.284,0.448,7.818,137,> 110000,3.4,832.55,34.52,35,Mala,
91,2022,7,Jul,13,13/07/2022,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,09:10,17.5,22,4.5,8.22,12,60.3,0.3,7.87,99.1,0.06,127.6,161.7,0.161,0.178,3.845,70,2300,3.6,,,60,Regular,
92,2022,8,Ago,8,08/08/2022,Río La Catarata,Panajachel,428288,1631199,1570,11:10,19.1,21,1.9,8.24,31,114.1,0.2,7.29,95.2,0.11,239,17.3,0.017,1.21,12.425,12,7500,3.4,,,52,Regular,
92,2022,8,Ago,8,08/08/2022,Rio San Buenaventura,Panajachel,428431,1631152,1581,12:00,18.9,24.5,5.6,8.43,50,104.1,-0.1,7.58,98.5,0.1,217.5,31,0.031,0.726,5.949,11,740,2.2,,,62,Regular,
92,2022,8,Ago,8,08/08/2022,Río San Francisco,Panajachel,429219,1629424,1553,09:15,21.9,26.5,4.6,8.15,12,147.2,0.5,6.97,95.9,0.14,307,346.4,0.346,1.841,8.806,51,> 110000,33.8,77.82,26.37,29,Mala,
92,2022,8,Ago,10,10/08/2022,Río Quiscab,Sololá,426187,1630392,1565,11:20,21.9,27.2,5.3,8.27,4.5,80.9,0.5,7.38,101.4,0.08,170.4,1428.3,1.428,0.196,5.736,161,46000,3.1,715.75,48.5,43,Mala,
92,2022,8,Ago,10,10/08/2022,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,09:15,18.6,22.4,3.8,8.15,6,60.1,1.2,7.56,97.1,0.06,126.4,163,0.163,0.205,2.901,90,2000,1.7,,,62,Regular,
93,2022,9,Sep,5,05/09/2022,Río Quiscab,Sololá,426187,1630392,1565,11:20,20.1,29.1,9,8.18,4,65.9,0.7,7.48,99.4,0.06,140.3,6497.6,6.497,0.121,6.01,151,46000,3.1,3480.63,252.63,42,Mala,
93,2022,9,Sep,5,05/09/2022,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,09:20,18.2,22.8,4.6,8.34,11,61.8,0.1,7.78,99.3,0.06,130.2,503.8,0.503,0.11,3.747,16,46000,4.5,,,54,Regular,
93,2022,9,Sep,7,07/09/2022,Río La Catarata,Panajachel,428288,1631199,1570,10:50,18.7,21.2,2.5,8.34,16,95,-0.1,7.74,99.8,0.09,198.8,185.6,0.185,0.458,9.397,26,46000,2,,,51,Regular,
93,2022,9,Sep,7,07/09/2022,Rio San Buenaventura,Panajachel,428431,1631152,1581,11:50,18.5,22.7,4.2,8.4,12.5,109,-0.1,7.81,100.2,0.11,229,174,0.173,0.664,13.911,42,4300,3,,,53,Regular,
93,2022,9,Sep,7,07/09/2022,Río San Francisco,Panajachel,429219,1629424,1553,09:00,18.6,24.3,5.7,7.77,3,80,0.5,7.74,99.4,0.08,168.5,3533.6,3.533,0.49,9.911,166,> 110000,8.5,3037.77,119.07,33,Mala,
94,2022,10,Oct,10,10/10/2022,Río La Catarata,Panajachel,428288,1631199,1570,11:18,16.9,19.1,2.2,8.89,4.5,78.2,1,8,100,0.08,164.5,633.7,0.633,0.926,2.313,164,> 110000,19.1,,,29,Mala,
94,2022,10,Oct,10,10/10/2022,Rio San Buenaventura,Panajachel,428431,1631152,1581,12:10,17,19,2,8.63,2,86.2,1,8.01,100.3,0.09,181.4,517.2,0.517,1.1,3.742,257,> 110000,7.6,,,33,Mala,
94,2022,10,Oct,10,10/10/2022,Río San Francisco,Panajachel,429219,1629424,1553,09:15,17.1,19,1.9,8.2,2,84.8,0.3,7.52,94.3,0.08,178.5,4326.6,4.326,0.85,4.705,568,> 110000,24,1719.56,660.91,28,Mala,
94,2022,10,Oct,12,12/10/2022,Río Quiscab,Sololá,426187,1630392,1565,16:00,19,22.3,3.3,8.21,5,55.1,0.3,7.71,100.6,0.05,117.1,6754.3,6.754,0.084,1.834,144,24000,1.4,933.71,139.47,48,Mala,
94,2022,10,Oct,12,12/10/2022,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,09:18,19.3,23.5,4.2,8.45,18,58,0.2,8.08,100.9,0.06,122.7,583.6,0.583,0.129,3.706,63,4300,4.2,,,57,Regular,
95,2022,11,Nov,7,07/11/2022,Río Quiscab,Sololá,426187,1630392,1565,11:50,19.3,24.8,5.5,8.27,4.8,75.3,0.5,7.61,97.7,0.07,159.1,2488.1,2.488,0.185,6.66,178,> 110000,3.1,1805.76,80.83,36,Mala,
95,2022,11,Nov,7,07/11/2022,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,09:20,18.8,24.8,6,8.21,8.5,59.9,0.3,7.64,98.8,0.06,126.7,362,0.362,0.174,4.386,66,4300,2,,,58,Regular,
95,2022,11,Nov,9,09/11/2022,Río La Catarata,Panajachel,428288,1631199,1570,11:00,16.8,18.8,2,8.4,30,93.3,-0.1,7.99,99.3,0.09,196.2,107.4,0.107,0.651,10.576,12,1000,1.1,,,63,Regular,
95,2022,11,Nov,9,09/11/2022,Rio San Buenaventura,Panajachel,428431,1631152,1581,12:00,17,20.6,3.6,8.51,30,110.1,-0.1,7.96,99.3,0.11,232,50.1,0.05,0.744,10.794,16,4300,1.1,,,57,Regular,
95,2022,11,Nov,9,09/11/2022,Río San Francisco,Panajachel,429219,1629424,1553,09:20,18,18.9,0.9,8.13,6,123.4,0.4,7.57,96.1,0.12,259,1398.2,1.398,0.977,11.87,145,> 110000,14.1,1437.57,71.15,30,Mala,
96,2022,12,Dic,5,05/12/2022,Río Quiscab,Sololá,426187,1630392,1565,11:30,17.7,30.9,13.2,8.24,16.5,72.5,0.2,7.92,100.4,0.07,151.9,3188.3,3.188,0.349,20.34,40,46000,3.1,5536.93,82.64,38,Mala,
96,2022,12,Dic,5,05/12/2022,Río Tzununá,Santa Cruz La Laguna,420004,1629106,1575,09:30,16.9,22,5.1,8.14,23.5,59.3,0.1,7.85,97.9,0.06,126.4,227.4,0.227,0.281,12.984,25,110000,2.2,,,44,Mala,
96,2022,12,Dic,7,07/12/2022,Río La Catarata,Panajachel,428288,1631199,1570,10:15,14,18.2,4.2,7.82,54.6,118.9,-0.1,8.35,97.3,0.11,181.9,27.3,0.027,1.494,26.884,6,3800,1.4,,,55,Regular,
96,2022,12,Dic,7,07/12/2022,Rio San Buenaventura,Panajachel,428431,1631152,1581,11:30,15.3,20.8,5.5,8.25,59.1,116.6,-0.1,8.17,97.9,0.12,197.2,5.1,0.005,1.45,34.623,10,9300,0.3,,,49,Mala,
96,2022,12,Dic,7,07/12/2022,Río San Francisco,Panajachel,429219,1629424,1553,08:50,16.4,18.6,2.2,7.89,17.4,134.5,0.3,7.87,96.4,0.13,281,482.7,0.482,4.189,30.915,31,> 110000,18.3,1251.16,70.9,30,Mala,
97,2023,1,Ene,16,16/01/2023,Rio San Francisco,Panajachel,429219,1629424,1553,09:00,17.3,21.4,4.1,7.79,12,194.2,0.2,6.88,86,0.19,403,260.8,0.26,2.994,7.899,66,> 110000,83.1,180.26,37.5,28,Mala,
97,2023,1,Ene,16,16/01/2023,Rio La Catarata,Panajachel,428288,1631199,1570,10:20,14.8,18.6,3.8,7.79,120,111.5,-0.1,8.28,98.3,0.11,235,48.4,0.048,0.721,8.589,4,1500,1.4,,,64,Regular,
97,2023,1,Ene,16,16/01/2023,Río San Buenaventura,Panajachel,428431,1631152,1581,11:30,15.5,25.5,10,8.07,78,110.4,-0.1,8.37,101.1,0.11,233,17.5,0.017,0.671,6.936,8,360,2.8,,,63,Regular,
97,2023,1,Ene,18,18/01/2023,Rio Tzununa,Santa Cruz La Laguna,420004,1629106,1575,09:20,15.7,18.4,2.7,7.57,11,57.6,0.2,8.42,101.8,0.06,121.5,141.9,0.141,0.163,1.638,97,4300,1.4,,,69,Regular,
97,2023,1,Ene,18,18/01/2023,Rio Quiscab,Sololá/panajachel,426187,1630392,1565,11:00,16.4,25,8.6,7.57,20.3,86.1,0.1,8.37,102.9,0.09,181.2,982.5,0.982,0.214,2.171,30,> 110000,3.1,152.8,16.47,46,Mala,
98,2023,2,Feb,13,13/02/2023,Rio San Francisco,Panajachel,429219,1629424,1553,08:45,18,21,3,7.56,8,237,,5.78,73.2,0.24,497,223.1,0.223,6.598,3.765,99,> 110000,130,360.46,64.34,25,Pesima,
98,2023,2,Feb,13,13/02/2023,Rio La Catarata,Panajachel,428288,1631199,1570,09:25,15.3,19.5,4.2,7.98,120,119.3,,7.94,95.5,0.12,250,13,0.013,0.928,6.822,3,4300,0,,,60,Regular,
98,2023,2,Feb,13,13/02/2023,Río San Buenaventura,Panajachel,428431,1631152,1581,10:05,15.7,21.7,6,8.22,91.3,115.1,,8.24,99.8,0.11,241,11.9,0.011,0.95,7.719,6,9300,0.3,,,55,Regular,
98,2023,2,Feb,15,15/02/2023,Rio Tzununa,Santa Cruz La Laguna,420004,1629106,1575,11:40,18.3,19.6,1.3,7.65,10,58.4,,7.84,100.4,0.06,123.6,124.2,0.124,0.189,3.128,54,4300,2.5,,,63,Regular,
98,2023,2,Feb,15,15/02/2023,Rio Quiscab,Sololá/panajachel,426187,1630392,1565,12:30,18.4,31.8,13.4,7.6,17,89.5,,7.93,101.9,0.09,188.4,887.1,0.887,0.537,6.114,30,> 110000,3.6,559.51,37.48,40,Mala,
99,2023,3,Mar,13,13/03/2023,Rio Tzununa,Santa Cruz La Laguna,420004,1629106,1575,11:04,19.1,23.5,4.4,7.35,47,58.3,,7.75,100.8,0.06,123.4,148.8,0.148,0.348,3.189,10,4300,2.2,,,49,Mala,
99,2023,3,Mar,13,13/03/2023,Rio Quiscab,Sololá/Panajachel,426187,1630392,1565,12:10,20.7,32.6,11.9,7.69,12.3,91.3,,7.52,101.2,0.09,192.2,1115.5,1.115,1.04,7.565,74,46000,3.6,761.4,32.67,38,Mala,
99,2023,3,Mar,15,15/03/2023,Rio San Francisco,Panajachel,429219,1629424,1553,09:00,20.8,25,4.2,7.5,4.2,214.4,,5.65,75.8,0.21,444,231.8,0.231,15.576,6.3,101,> 110000,85,178.24,61.99,12,Pesima,
99,2023,3,Mar,15,15/03/2023,Rio La Catarata,Panajachel,428288,1631199,1570,11:01,18.7,23.7,5,7.78,120,118,,7.52,97.4,0.12,247,13.9,0.013,2.159,6.8,3,2300,1.7,,,47,Mala,
99,2023,3,Mar,15,15/03/2023,Río San Buenaventura,Panajachel,428431,1631152,1581,11:34,18.4,27.4,9,7.99,50,112.9,,8.14,104.5,0.11,237,31.4,0.031,1.88,8.4,11,1500,2.5,,,45,Mala,
100,2023,4,Abr,10,10/04/2023,Rio San Francisco,Panajachel,429219,1629424,1553,06:45,19.3,20,0.7,7.34,6.3,275,,3.26,42.6,0.27,566,113.8,0.113,6.618,5.162,107,> 110000,113,58.01,52.57,14,Pesima,
100,2023,4,Abr,10,10/04/2023,Rio La Catarata,Panajachel,428288,1631199,1570,07:47,15.8,21.2,5.4,7.53,120,128.5,,7.5,91,0.13,269,3.9,0.003,0.911,5.249,3,2100,2.5,,,49,Mala,
100,2023,4,Abr,10,10/04/2023,Río San Buenaventura,Panajachel,428431,1631152,1581,08:15,14.5,20.3,5.8,7.76,85,120.2,,8.41,99.1,0.12,252,15.5,0.015,0.707,6.317,6,4300,indef.,,,,,
100,2023,4,Abr,12,12/04/2023,Rio Tzununa,Santa Cruz La Laguna,420004,1629106,1575,11:40,18.2,22.2,4,7.61,6,57.2,,7.72,98.8,0.06,121.8,127.2,0.127,0.187,2.6,129,24000,2,,,33,Mala,
100,2023,4,Abr,12,12/04/2023,Rio Quiscab,Sololá/Panajachel,426187,1630392,1565,12:45,20.8,27.5,6.7,7.53,10,102.7,,7.51,101,0.1,215.7,792.2,0.792,0.404,6.345,48,24000,3.9,472.28,17.32,36,Mala,
101,2023,5,May,8,08/05/2023,Rio San Francisco,Panajachel,429219,1629424,1553,09:00,23.7,24.3,0.6,7.4,13,429,,1.73,25,0.43,874,189.1,0.189,2.241,4.51,69.7,> 110000,69,70.25,36.55,21,Pesima,
101,2023,5,May,8,08/05/2023,Rio La Catarata,Panajachel,428288,1631199,1570,10:45,16.6,22.7,6.1,7.37,80,120.5,,7.87,97.8,0.12,252,18.8,0.018,1.136,8.75,6.34,9200,3.1,,,51,Mala,
101,2023,5,May,8,08/05/2023,Río San Buenaventura,Panajachel,428431,1631152,1581,11:30,18.6,25.4,6.8,8.11,6,111.8,,7.76,100.2,0.11,234,6.1,0.006,0.768,5.27,70.1,46000,3.6,,,43,Mala,
101,2023,5,May,10,10/05/2023,Rio Tzununa,Santa Cruz La Laguna,420004,1629106,1575,11:50,20.9,25.8,4.9,7.57,10,58.9,,7.15,96.7,0.06,124.7,186.4,0.186,0.194,2.9,79.07,4300,2.2,,,59,Regular,
101,2023,5,May,10,10/05/2023,Rio Quiscab,Sololá/Panajachel,426187,1630392,1565,12:45,22.2,30.1,7.9,7.75,18,97.6,,7.21,100.1,0.1,205.1,681.7,0.681,0.467,5.2,37.96,> 110000,3.1,329.83,31.1,42,Mala,
102,2023,6,Jun,12,12/06/2023,Rio San Francisco,Panajachel,429219,1629424,1553,08:45,23,26.1,3.1,7.4,9,226,,5.28,74.3,0.22,469,215.3,0.215,3.348,8.575,55.6,> 110000,46.5,169.28,51.53,26,Mala,
102,2023,6,Jun,12,12/06/2023,Rio La Catarata,Panajachel,428288,1631199,1570,09:20,18.7,21.2,2.5,7.58,103.2,121.8,,7.41,96,0.12,255,96.7,0.096,0.79,22.68,3.17,2100,1.7,,,59,Regular,
102,2023,6,Jun,12,12/06/2023,Río San Buenaventura,Panajachel,428431,1631152,1581,09:50,19.2,22.7,3.5,7.63,66.2,107.3,,7.39,96.7,0.11,225,15.1,0.015,0.79,20.662,8.61,46000,2.2,,,48,Mala,
102,2023,6,Jun,14,14/06/2023,Rio Tzununa,Santa Cruz La Laguna,420004,1629106,1575,12:11,21.3,23.5,2.2,7.34,13.2,60.1,,7.21,98.3,0.06,127,200.9,0.2,0.324,19.89,62.2,4300,4.2,,,55,Regular,
102,2023,6,Jun,14,14/06/2023,Rio Quiscab,Sololá/Panajachel,426187,1630392,1565,13:00,24.1,26.2,2.1,7.95,23,93,,7.19,103.7,0.09,195.6,709.6,0.709,0.417,0.882,46.24,> 110000,4.8,61.31,28.82,47,Mala,
103,2023,7,Jul,17,17/07/2023,Rio Tzununa,Santa Cruz La Laguna,420004,1629106,1575,11:30,20.2,22,1.8,7.51,40,61,,7.09,93.6,0.06,129,205,0.205,,,,,,,,,,
103,2023,7,Jul,19,19/07/2023,Rio San Francisco,Panajachel,429219,1629424,1553,09:06,21.1,26.8,5.7,7.42,4,138.8,,7.01,94.7,0.14,290,653.2,0.653,,,,,,,,,,
103,2023,7,Jul,19,19/07/2023,Rio La Catarata,Panajachel,428288,1631199,1570,09:40,16.6,22.2,5.6,7.67,100,125.4,,7.65,95.9,0.12,263,60.2,0.06,,,,,,,,,,
103,2023,7,Jul,19,19/07/2023,Río San Buenaventura,Panajachel,428431,1631152,1581,10:28,17.4,22.7,5.3,7.54,77.2,111.4,,7.62,95.7,0.11,234,45.6,0.045,,,,,,,,,,
104,2023,8,Ago,7,07/08/2023,Rio San Francisco,Panajachel,429219,1629424,1553,08:50,20.1,25.9,5.8,7.75,6,109.1,,6.74,90.4,0.11,229,812.6,0.812,,,,,,,,,,
104,2023,8,Ago,7,07/08/2023,Río La Catarata,Panajachel,428288,1631199,1570,09:48,16.9,19.6,2.7,7.49,34.3,115,,7.69,96.3,0.11,241,79.7,0.079,,,,,,,,,,
104,2023,8,Ago,7,07/08/2023,Río San Buenaventura,Panajachel,428431,1631152,1581,10:24,18,23.1,5.1,7.55,38.2,113,,7.53,96.3,0.11,237,48.3,0.048,,,,,,,,,,
104,2023,8,Ago,9,09/08/2023,Rio Tzununa,Santa Cruz La Laguna,420004,1629106,1575,11:05,19.5,22.5,3,7.1,9,60.8,,7.33,96.9,0.06,128.5,188.5,0.188,,,,,,,,,,
105,2023,9,Sep,11,11/09/2023,Río San Francisco,Panajachel,429219,1629424,1553,09:30,22.4,25.9,3.5,7.17,6.3,122.6,,6.58,91.5,0.12,257,647.9,0.647,,,,,,,,,,
105,2023,9,Sep,11,11/09/2023,Río La Catarata,Panajachel,428288,1631199,1570,10:30,17.7,20.5,2.8,7.44,7.4,97.3,,7.47,96.4,0.1,204.5,101.1,0.101,,,,,,,,,,
105,2023,9,Sep,11,11/09/2023,Río San Buenaventura,Panajachel,428431,1631152,1581,11:10,18.1,20,1.9,7.39,9.8,102.1,,7.66,98.1,0.1,214.5,58.4,0.058,,,,,,,,,,
105,2023,9,Sep,13,13/09/2023,Rio Tzununa,Santa Cruz La Laguna,420004,1629106,1575,12:50,21.3,26.9,5.6,7.13,15,63.8,,7.2,98.7,0.06,134.8,190.5,0.19,,,,,,,,,,
105,2023,9,Sep,13,13/09/2023,Rio Quiscab,Sololá/panajachel,426187,1630392,1565,14:00,21.6,27,5.4,7.11,3,91.3,,7.17,99,0.09,192,1545.1,1.545,,,,,,,,,,
106,2023,10,oct,17,17/10/2023,Río San Francisco,Panajachel,429219,1629424,1553,10:46,19.3,24.2,4.9,7.44,6,130.3,,6.58,85.8,0.13,273,952.7,0.952,,,,,,,,,,
106,2023,10,oct,19,19/10/2023,Rio Tzununa,Santa Cruz La Laguna,420004,1629106,1575,10:52,19.1,28.6,9.5,7.35,31,60.8,,7.57,98.7,0.06,128.5,407.2,0.407,,,,,,,,,,
106,2023,10,oct,19,19/10/2023,Río Quiscab,Sololá/Panajachel,426187,1630392,1565,12:00,18.2,27.5,9.3,7.57,10,79.7,,7.66,98.5,0.08,167.9,2966.2,2.966,,,,,,,,,,
106,2023,10,oct,23,23/10/2023,Río La Catarata,Panajachel,428288,1631199,1570,12:01,19.5,23,3.5,7.73,65,95.5,,7.52,99,0.09,200.9,109.2,0.109,,,,,,,,,,
106,2023,10,oct,23,23/10/2023,Río San Buenaventura,Panajachel,428431,1631152,1581,12:21,18.7,23,4.3,8.23,45,106.6,,7.68,99.4,0.11,225,84.1,0.084,,,,,,,,,,
107,2023,11,nov,6,06/11/2023,Rio Tzununa,Santa Cruz La Laguna,420004,1629106,1575,12:33,19.8,23.1,3.3,7.68,51,59.9,,7.3,97.7,0.06,126.8,183.7,0.183,,,,,,,,,,
107,2023,11,nov,6,06/11/2023,Río Quiscab,Sololá/panajachel,426187,1630392,1565,13:51,17.4,26.9,9.5,7.02,1,43.4,,7.63,98,0.04,92,7294.7,7.294,,,,,,,,,,
107,2023,11,nov,9,09/11/2023,Río San Francisco,Panajachel,429219,1629424,1553,09:20,19.3,21.7,2.4,7.27,3.3,76.9,,7.52,98.2,0.08,162,1628.4,1.628,,,,,,,,,,
107,2023,11,nov,9,09/11/2023,Río La Catarata,Panajachel,428288,1631199,1570,11:10,18.2,20.9,2.7,7.83,35,105.9,,7.63,97.8,0.1,222,51.3,0.051,,,,,,,,,,
107,2023,11,nov,9,09/11/2023,Río San Buenaventura,Panajachel,428431,1631152,1581,11:45,18.6,22.6,4,7.76,35,113,,7.55,97.7,0.11,237,39.2,0.039,,,,,,,,,,
108,2023,12,dic,4,04/12/2023,Río San Francisco,Panajachel,429219,1629424,1553,,19.2,27.1,7.9,7.96,12,183.4,,5.98,78.8,0.18,381,434.4,0.434,,,,,,,,,,
108,2023,12,dic,4,04/12/2023,Río La Catarata,Panajachel,428288,1631199,1570,11:00,18.3,21.6,3.3,7.87,85,116.4,,7.15,93.7,0.12,244,30.5,0.03,,,,,,,,,,
108,2023,12,dic,4,04/12/2023,Río San Buenaventura,Panajachel,428431,1631152,1581,11:45,18.7,24.2,5.5,7.92,85,126.5,,7.15,93.8,0.13,265,4.2,0.004,,,,,,,,,,
108,2023,12,dic,6,06/12/2023,Rio Tzununa,Santa Cruz La Laguna,420004,1629106,1575,12:00,18.6,23.6,5,7.63,14,60.5,,7.36,96,0.06,127.9,105.5,0.105,,,,,,,,,,
108,2023,12,dic,6,06/12/2023,Río Quiscab,Sololá/Panajachel,426187,1630392,1565,13:30,17.8,25.5,7.7,7.85,14,80.3,,7.73,98.8,0.08,169.2,1103,1.103,,,,,,,,,,
